Order_ID,Date,Product_Line,Channel,Region,Units_Sold,Unit_Price,Total_Revenue,Profit
1923,2025-02-09,Beauty,Mobile App,North,211,15082,3182302,301592.6
1924,2024-06-13,Electronics,Retail,North,291,603,175473,23142.8
1925,2024-09-10,Groceries,Retail,West,346,6863,2374598,141961.22
1926,2024-01-15,Electronics,Mobile App,East,75,3257,244275,39240.4
1927,2025-06-02,Sports,Online,East,454,49365,22411710,4871774.7
1928,2024-12-31,Fashion,Mobile App,North,44,40700,1790800,150289.82
1929,2025-06-22,Toys,Mobile App,North,217,17080,3706360,610931.81
1930,2024-09-12,Beauty,Retail,East,246,33908,8341368,1241611.19
1931,2024-01-29,Groceries,Retail,North,219,27323,5983737,530586.63
1932,2024-07-02,Toys,Online,North,445,6667,2966815,542020.12
1933,2024-06-02,Toys,Retail,Central,355,11393,4044515,977514.43
1934,2024-03-10,Sports,Online,West,420,9360,3931200,610488.26
1935,2024-02-21,Sports,Online,South,91,25209,2294019,339839.06
1936,2024-10-20,Furniture,Retail,Central,405,39554,16019370,1536400.08
1937,2024-04-19,Fashion,Online,West,487,10134,4935258,896683.91
1938,2024-09-21,Toys,Mobile App,West,358,44870,16063460,2615294.24
1939,2025-06-29,Furniture,Mobile App,East,308,32619,10046652,1727195.09
1940,2024-01-04,Toys,Mobile App,East,92,45265,4164380,441694.34
1941,2024-08-23,Toys,Retail,West,349,35063,12236987,743251.8
1942,2025-07-08,Fashion,Online,South,43,21390,919770,157449.07
1943,2025-01-10,Electronics,Retail,West,32,36564,1170048,88212.63
1944,2025-06-30,Beauty,Online,South,204,21656,4417824,801756.7
1945,2024-03-15,Groceries,Retail,West,90,14291,1286190,271121.54
1946,2025-06-13,Furniture,Online,East,399,29271,11679129,588770.85
1947,2025-01-08,Groceries,Mobile App,West,37,23071,853627,150321.53
1948,2024-07-04,Furniture,Mobile App,West,192,35484,6812928,592041.42
1949,2024-04-14,Furniture,Retail,East,178,2225,396050,54133.96
1950,2025-02-09,Toys,Retail,West,472,37590,17742480,1959078.82
1951,2024-07-30,Fashion,Retail,West,235,19079,4483565,379121.92
1952,2024-09-24,Beauty,Mobile App,Central,48,8712,418176,46225.58
1953,2025-02-17,Sports,Online,East,51,32079,1636029,174988.53
1954,2025-04-28,Furniture,Online,South,101,633,63933,15296.66
1955,2024-05-14,Sports,Retail,North,305,24752,7549360,581145.09
1956,2025-01-12,Fashion,Retail,Central,251,2701,677951,146750.75
1957,2025-03-01,Toys,Retail,North,200,12750,2550000,432728.91
1958,2024-05-13,Fashion,Online,South,198,39356,7792488,1051584.19
1959,2024-02-25,Fashion,Online,West,422,33770,14250940,2403532.08
1960,2025-06-14,Beauty,Mobile App,Central,13,31370,407810,53778.78
1961,2025-06-29,Fashion,Mobile App,South,308,6749,2078692,513472.27
1962,2024-08-15,Toys,Mobile App,South,482,14122,6806804,1397327.6
1963,2024-11-06,Beauty,Mobile App,West,153,4646,710838,82627.85
1964,2025-03-11,Sports,Mobile App,South,306,33130,10137780,2108668.97
1965,2025-07-31,Furniture,Retail,East,447,1164,520308,118103.13
1966,2024-05-07,Toys,Online,South,43,38259,1645137,225519.27
1967,2024-09-15,Electronics,Retail,South,371,38245,14188895,2643402.14
1968,2024-10-28,Beauty,Mobile App,North,77,12918,994686,178863.57
1969,2025-07-06,Furniture,Online,Central,261,27000,7047000,1209389.54
1970,2025-03-26,Electronics,Mobile App,Central,489,11602,5673378,765407.76
1971,2024-08-13,Fashion,Online,South,270,17304,4672080,684715.24
1972,2025-05-15,Electronics,Online,Central,362,19602,7095924,814946.26
1973,2025-04-05,Groceries,Mobile App,East,104,20835,2166840,385363.89
1974,2024-01-10,Sports,Online,Central,224,15349,3438176,739458.53
1975,2025-03-13,Fashion,Mobile App,South,273,2852,778596,49636.06
1976,2025-02-10,Sports,Mobile App,Central,489,10667,5216163,372986.39
1977,2024-10-26,Toys,Online,South,325,6579,2138175,428753.29
1978,2025-05-29,Groceries,Mobile App,Central,215,38157,8203755,1456228.94
1979,2025-03-18,Fashion,Mobile App,East,49,26203,1283947,286199.59
1980,2024-02-02,Furniture,Retail,South,487,6697,3261439,645734.11
1981,2024-02-12,Beauty,Online,North,52,8389,436228,96637.04
1982,2024-06-17,Furniture,Online,West,260,2379,618540,33436.77
1983,2024-05-08,Sports,Online,North,195,27706,5402670,759188.42
1984,2025-05-15,Groceries,Online,North,391,7297,2853127,252957.18
1985,2024-07-19,Beauty,Online,West,295,47471,14003945,1615328.84
1986,2024-12-26,Groceries,Retail,South,378,48080,18174240,2321049.54
1987,2024-10-22,Fashion,Retail,Central,226,3858,871908,179848.8
1988,2024-05-07,Groceries,Retail,North,218,4501,981218,129945.71
1989,2024-10-28,Beauty,Retail,Central,436,4548,1982928,189543.45
1990,2025-02-21,Sports,Online,South,324,27886,9035064,1066049.02
1991,2025-05-12,Toys,Mobile App,Central,426,7676,3269976,534578.52
1992,2024-08-16,Sports,Mobile App,East,238,42762,10177356,2231897.94
1993,2024-05-20,Toys,Retail,West,249,47585,11848665,2466352.26
1994,2024-12-29,Electronics,Online,North,16,33687,538992,89242.72
1995,2025-04-11,Toys,Mobile App,North,110,17917,1970870,249629.77
1996,2024-09-18,Fashion,Mobile App,East,189,36873,6968997,1373369.86
1997,2024-01-29,Beauty,Mobile App,Central,370,43838,16220060,1964453.07
1998,2024-04-19,Groceries,Online,North,485,47031,22810035,2247645.14
1999,2025-04-23,Sports,Mobile App,West,34,14890,506260,108824.2
2000,2025-07-26,Sports,Online,West,347,4499,1561153,98383.4
2001,2024-11-09,Furniture,Mobile App,Central,408,26058,10631664,907321.31
2002,2024-09-07,Toys,Online,North,383,41980,16078340,1603243.34
2003,2025-02-03,Toys,Mobile App,West,197,43650,8599050,1634855.33
2004,2025-04-16,Toys,Online,West,400,18634,7453600,1053223.01
2005,2024-02-15,Beauty,Retail,Central,40,18465,738600,94977.0
2006,2025-01-07,Electronics,Mobile App,South,270,32496,8773920,1645846.36
2007,2025-02-22,Toys,Mobile App,South,143,41552,5941936,302729.38
2008,2024-05-05,Furniture,Retail,North,35,24513,857955,124585.66
2009,2025-07-09,Toys,Retail,South,72,39908,2873376,484813.11
2010,2025-03-25,Electronics,Online,North,91,17410,1584310,346183.54
2011,2024-07-17,Toys,Retail,Central,261,33044,8624484,1885058.49
2012,2025-08-01,Beauty,Mobile App,Central,128,27227,3485056,559101.21
2013,2024-02-05,Beauty,Mobile App,South,476,44013,20950188,4323420.1
2014,2025-06-22,Groceries,Retail,West,149,26695,3977555,638532.63
2015,2024-09-11,Toys,Online,South,62,46677,2893974,580871.49
2016,2024-07-06,Electronics,Retail,East,83,14849,1232467,72018.29
2017,2025-03-13,Groceries,Retail,East,257,7532,1935724,247765.6
2018,2024-01-22,Toys,Mobile App,East,152,15948,2424096,315630.96
2019,2024-12-10,Electronics,Mobile App,West,392,2039,799288,103880.42
2020,2024-05-26,Toys,Retail,West,362,30803,11150686,1516076.07
2021,2024-09-16,Toys,Online,West,15,4522,67830,8455.51
2022,2024-06-08,Toys,Mobile App,South,257,23557,6054149,1438736.4
2023,2025-08-23,Toys,Retail,East,365,47406,17303190,3235430.68
2024,2024-09-18,Sports,Retail,North,48,27869,1337712,93857.91
2025,2025-06-06,Electronics,Online,West,304,150,45600,9477.99
2026,2024-07-09,Fashion,Mobile App,North,467,35633,16640611,2658194.9
2027,2024-10-22,Furniture,Online,Central,28,11192,313376,61367.49
2028,2024-08-19,Groceries,Retail,Central,253,42230,10684190,1209584.66
2029,2025-04-29,Groceries,Online,Central,63,3839,241857,29738.66
2030,2024-07-17,Sports,Retail,West,222,47562,10558764,1532747.98
2031,2024-02-11,Fashion,Online,North,441,31812,14029092,1391740.11
2032,2024-10-12,Furniture,Online,Central,72,18644,1342368,254156.43
2033,2025-07-16,Beauty,Retail,South,212,40782,8645784,1005738.33
2034,2024-11-26,Groceries,Mobile App,North,469,7290,3419010,339316.76
2035,2024-04-01,Electronics,Retail,South,239,18586,4442054,677561.46
2036,2024-10-22,Toys,Mobile App,Central,102,2421,246942,30824.4
2037,2025-02-27,Sports,Mobile App,East,149,40088,5973112,1132340.37
2038,2024-10-21,Beauty,Retail,East,227,23974,5442098,418112.4
2039,2024-09-23,Groceries,Mobile App,East,260,41788,10864880,975142.4
2040,2024-05-11,Groceries,Online,North,132,29664,3915648,301582.16
2041,2025-02-07,Toys,Mobile App,West,255,16742,4269210,226605.87
2042,2024-12-10,Groceries,Mobile App,Central,401,34480,13826480,1726608.3
2043,2024-03-11,Beauty,Online,North,11,4135,45485,7381.55
2044,2025-07-13,Toys,Online,North,241,9834,2369994,552114.91
2045,2024-05-04,Beauty,Online,West,434,47716,20708744,4261417.04
2046,2025-01-07,Groceries,Retail,East,477,25891,12350007,1164024.41
2047,2024-10-06,Sports,Mobile App,West,456,44589,20332584,4084358.63
2048,2025-01-25,Electronics,Retail,Central,95,11049,1049655,130135.49
2049,2025-08-10,Furniture,Online,West,64,18862,1207168,268406.93
2050,2025-07-25,Electronics,Retail,South,362,7190,2602780,444226.2
2051,2024-10-02,Electronics,Online,East,389,43484,16915276,1783770.88
2052,2025-03-01,Furniture,Retail,Central,250,7391,1847750,325938.78
2053,2025-07-14,Sports,Mobile App,North,285,35143,10015755,898301.83
2054,2024-09-02,Toys,Mobile App,West,351,42398,14881698,1569954.44
2055,2024-10-18,Beauty,Mobile App,Central,492,18979,9337668,1044235.71
2056,2024-11-05,Beauty,Online,South,128,44272,5666816,364441.92
2057,2025-04-17,Beauty,Retail,West,43,25093,1078999,203042.83
2058,2024-07-30,Electronics,Mobile App,West,131,16021,2098751,448063.71
2059,2024-07-11,Sports,Online,North,410,30748,12606680,1445134.3
2060,2025-06-07,Sports,Online,East,383,30069,11516427,1045523.35
2061,2025-03-14,Toys,Retail,North,273,20247,5527431,1039226.43
2062,2025-05-18,Furniture,Online,Central,368,26569,9777392,1704022.42
2063,2024-08-09,Fashion,Retail,East,249,33484,8337516,777882.14
2064,2024-09-02,Toys,Retail,Central,438,42698,18701724,3483501.53
2065,2025-06-01,Furniture,Online,East,356,25723,9157388,1750870.77
2066,2025-08-02,Beauty,Online,South,361,10247,3699167,366799.22
2067,2025-06-08,Sports,Online,West,428,1347,576516,101311.64
2068,2024-04-11,Electronics,Online,North,427,11146,4759342,247550.3
2069,2025-01-03,Fashion,Retail,North,424,8473,3592552,797886.74
2070,2024-04-24,Groceries,Retail,North,413,29725,12276425,1207683.96
2071,2025-07-15,Sports,Retail,West,291,46675,13582425,2916050.05
2072,2024-12-24,Electronics,Online,East,81,48834,3955554,765135.19
2073,2025-02-08,Electronics,Mobile App,North,21,8186,171906,38863.51
2074,2024-06-13,Furniture,Mobile App,West,272,22365,6083280,1049081.7
2075,2025-01-01,Fashion,Mobile App,West,383,7620,2918460,518944.88
2076,2024-07-06,Fashion,Online,West,219,20332,4452708,328571.26
2077,2025-03-19,Furniture,Mobile App,East,149,42463,6326987,835184.5
2078,2025-03-09,Electronics,Online,South,85,41322,3512370,292506.75
2079,2024-08-12,Electronics,Online,South,438,31524,13807512,2608689.41
2080,2024-10-15,Fashion,Retail,South,213,22468,4785684,424870.8
2081,2025-05-26,Beauty,Retail,Central,156,21901,3416556,459507.27
2082,2024-02-28,Toys,Retail,Central,24,31379,753096,75775.08
2083,2025-04-18,Sports,Mobile App,North,175,8025,1404375,232279.48
2084,2024-06-20,Electronics,Mobile App,South,303,33804,10242612,1840115.87
2085,2024-02-19,Furniture,Online,West,234,384,89856,15737.53
2086,2024-06-14,Beauty,Mobile App,East,442,18872,8341424,708954.76
2087,2024-09-16,Toys,Online,South,352,7398,2604096,375117.39
2088,2025-07-30,Electronics,Mobile App,Central,205,24007,4921435,329709.69
2089,2025-04-21,Sports,Mobile App,Central,155,28461,4411455,985860.79
2090,2024-03-20,Sports,Online,North,8,4765,38120,3305.86
2091,2025-05-21,Sports,Retail,Central,187,34630,6475810,1474887.1
2092,2024-04-06,Fashion,Mobile App,Central,499,48347,24125153,5285329.77
2093,2024-11-27,Fashion,Online,East,309,28130,8692170,587204.85
2094,2024-06-17,Electronics,Retail,East,472,47714,22521008,1779549.02
2095,2025-04-07,Fashion,Retail,Central,101,26264,2652664,140459.1
2096,2024-03-15,Fashion,Retail,Central,442,26434,11683828,2113398.44
2097,2024-06-22,Fashion,Retail,Central,104,47270,4916080,973967.64
2098,2024-08-07,Sports,Mobile App,Central,246,17362,4271052,462998.4
2099,2024-01-31,Beauty,Retail,West,74,2769,204906,38187.54
2100,2025-01-28,Groceries,Mobile App,East,25,29186,729650,179972.16
2101,2024-10-20,Furniture,Mobile App,Central,64,23128,1480192,87224.37
2102,2024-07-02,Furniture,Mobile App,North,463,491,227333,31481.34
2103,2024-05-27,Electronics,Mobile App,West,474,14942,7082508,1510734.53
2104,2025-08-10,Groceries,Mobile App,East,241,16705,4025905,494545.98
2105,2025-03-29,Groceries,Online,West,410,39246,16090860,2058213.72
2106,2025-01-04,Furniture,Online,Central,458,27783,12724614,2622119.78
2107,2025-06-28,Beauty,Mobile App,Central,46,8108,372968,53050.24
2108,2025-01-19,Beauty,Online,South,420,35785,15029700,1392828.92
2109,2024-04-10,Beauty,Online,East,443,29856,13226208,2141938.64
2110,2025-07-26,Groceries,Retail,North,158,4723,746234,90342.86
2111,2024-02-08,Toys,Mobile App,East,146,20939,3057094,709929.32
2112,2024-01-30,Electronics,Retail,East,391,37843,14796613,2803867.4
2113,2024-03-05,Sports,Mobile App,South,114,41763,4760982,796320.5
2114,2025-02-26,Electronics,Retail,North,312,40666,12687792,946816.04
2115,2024-04-04,Fashion,Retail,West,24,25391,609384,144575.17
2116,2024-10-02,Toys,Retail,West,356,32733,11652948,699584.04
2117,2024-10-20,Electronics,Mobile App,South,117,23964,2803788,640611.22
2118,2025-06-09,Sports,Retail,Central,127,15564,1976628,102330.51
2119,2024-03-13,Fashion,Mobile App,West,482,16154,7786228,1750328.44
2120,2024-02-01,Fashion,Retail,West,239,7731,1847709,125932.48
2121,2024-02-10,Beauty,Retail,East,73,41539,3032347,668823.78
2122,2025-02-03,Sports,Online,North,453,19533,8848449,1339813.75
2123,2025-02-10,Electronics,Mobile App,East,97,30098,2919506,630400.56
2124,2025-02-26,Beauty,Online,South,451,6124,2761924,487614.26
2125,2024-01-02,Toys,Mobile App,West,354,39488,13978752,2123950.54
2126,2024-12-13,Furniture,Retail,West,448,34659,15527232,3263769.1
2127,2024-01-07,Electronics,Mobile App,West,200,40956,8191200,1494162.47
2128,2024-12-05,Groceries,Mobile App,South,452,12649,5717348,1308785.66
2129,2024-12-22,Beauty,Retail,South,309,43229,13357761,975798.84
2130,2024-06-20,Fashion,Retail,Central,491,14124,6934884,354189.78
2131,2025-08-19,Electronics,Mobile App,West,372,35640,13258080,1653417.25
2132,2024-04-02,Furniture,Mobile App,Central,460,9331,4292260,927850.56
2133,2024-04-24,Sports,Online,North,121,22682,2744522,610531.02
2134,2024-04-04,Groceries,Retail,North,291,4969,1445979,164476.08
2135,2025-02-03,Toys,Online,East,89,24324,2164836,399418.61
2136,2024-01-29,Toys,Online,East,428,49479,21177012,1173364.56
2137,2025-03-01,Sports,Online,Central,284,4308,1223472,228293.23
2138,2025-05-15,Groceries,Mobile App,South,187,37639,7038493,1714239.9
2139,2024-05-20,Fashion,Retail,Central,256,43719,11192064,1237518.72
2140,2025-06-01,Groceries,Retail,East,346,205,70930,4465.42
2141,2024-10-31,Sports,Online,Central,237,11060,2621220,300887.83
2142,2024-02-13,Sports,Mobile App,South,148,33579,4969692,389978.0
2143,2025-03-02,Toys,Online,Central,411,23857,9805227,1216135.9
2144,2025-03-16,Groceries,Online,Central,350,14249,4987150,653238.73
2145,2025-02-27,Groceries,Mobile App,West,344,19243,6619592,1468998.1
2146,2024-11-24,Groceries,Online,East,221,33983,7510243,464192.34
2147,2024-02-19,Toys,Retail,West,469,30283,14202727,2022272.14
2148,2024-07-25,Sports,Retail,East,433,35725,15468925,3069811.97
2149,2024-09-21,Beauty,Mobile App,East,264,27481,7254984,1783625.28
2150,2025-02-16,Sports,Mobile App,North,401,20381,8172781,796817.92
2151,2024-07-05,Fashion,Retail,West,314,1092,342888,54624.24
2152,2025-07-30,Beauty,Retail,South,45,32372,1456740,309974.6
2153,2024-11-05,Toys,Retail,North,196,23624,4630304,1123294.71
2154,2024-03-12,Sports,Mobile App,Central,57,480,27360,6095.05
2155,2024-06-28,Groceries,Mobile App,South,28,15195,425460,61857.52
2156,2024-12-28,Groceries,Mobile App,North,161,2608,419888,70469.35
2157,2024-06-09,Furniture,Online,North,345,49494,17075430,3174771.44
2158,2025-03-21,Fashion,Online,South,85,47151,4007835,291838.22
2159,2025-02-07,Fashion,Online,East,403,11178,4504734,1038558.93
2160,2024-07-27,Toys,Retail,West,481,44673,21487713,5035058.2
2161,2025-07-22,Electronics,Mobile App,Central,113,1528,172664,19314.24
2162,2024-01-29,Electronics,Retail,South,131,39480,5171880,541105.39
2163,2024-09-12,Furniture,Retail,South,22,17277,380094,84891.63
2164,2025-01-08,Furniture,Mobile App,East,116,4133,479428,32131.56
2165,2024-08-05,Groceries,Online,Central,184,4403,810152,123225.23
2166,2025-01-19,Beauty,Online,South,221,13025,2878525,413274.75
2167,2025-01-07,Toys,Online,Central,245,16957,4154465,845981.02
2168,2025-03-23,Electronics,Online,East,59,47383,2795597,286807.98
2169,2024-07-30,Groceries,Online,North,417,40430,16859310,2550562.42
2170,2024-11-07,Beauty,Retail,South,271,16588,4495348,597700.0
2171,2025-03-06,Electronics,Retail,West,173,41565,7190745,1189239.44
2172,2024-08-31,Sports,Online,North,164,2920,478880,55128.26
2173,2024-07-12,Toys,Online,Central,176,11305,1989680,294031.55
2174,2025-08-07,Groceries,Online,East,198,2201,435798,37567.3
2175,2025-02-12,Groceries,Mobile App,Central,255,48021,12245355,791754.08
2176,2024-09-13,Electronics,Online,Central,144,5423,780912,86899.82
2177,2025-02-27,Toys,Online,North,289,23154,6691506,477636.76
2178,2024-01-01,Beauty,Online,East,468,9365,4382820,639107.84
2179,2024-10-11,Fashion,Online,West,105,14324,1504020,108162.48
2180,2024-04-11,Beauty,Mobile App,North,458,14947,6845726,518629.22
2181,2024-09-08,Groceries,Retail,Central,275,25700,7067500,1341723.41
2182,2024-07-18,Sports,Online,West,157,20288,3185216,301341.07
2183,2025-05-20,Furniture,Online,West,123,9092,1118316,203572.34
2184,2025-02-28,Beauty,Mobile App,South,350,22758,7965300,957341.7
2185,2024-01-14,Beauty,Mobile App,East,232,24589,5704648,1392726.02
2186,2025-08-14,Fashion,Retail,East,463,17271,7996473,562397.97
2187,2025-01-10,Electronics,Retail,East,330,2147,708510,67745.4
2188,2024-02-24,Sports,Retail,North,35,8440,295400,73173.65
2189,2025-02-01,Groceries,Mobile App,Central,359,20340,7302060,1459606.84
2190,2025-04-20,Sports,Mobile App,North,415,43303,17970745,1170867.98
2191,2024-06-22,Sports,Online,East,48,7722,370656,66877.57
2192,2024-06-25,Electronics,Mobile App,South,485,46188,22401180,5343173.39
2193,2025-06-03,Electronics,Mobile App,West,374,36986,13832764,1427245.99
2194,2024-12-19,Groceries,Mobile App,North,439,25193,11059727,2746812.99
2195,2025-01-09,Toys,Retail,North,102,43504,4437408,980391.66
2196,2024-03-11,Sports,Online,East,223,45177,10074471,2094847.32
2197,2025-07-09,Fashion,Online,South,320,23469,7510080,1168548.25
2198,2024-08-10,Toys,Online,East,207,22149,4584843,944586.33
2199,2025-04-14,Beauty,Mobile App,West,497,9570,4756290,600878.56
2200,2024-01-03,Furniture,Retail,Central,363,35618,12929334,2388883.81
2201,2024-09-18,Fashion,Online,South,59,20838,1229442,223278.55
2202,2024-02-21,Beauty,Online,South,425,17225,7320625,618920.96
2203,2024-11-01,Toys,Retail,North,154,48587,7482398,1529231.0
2204,2025-03-20,Beauty,Mobile App,North,380,7837,2978060,391241.57
2205,2024-04-17,Beauty,Online,West,273,27501,7507773,493997.08
2206,2024-10-25,Toys,Retail,North,154,25057,3858778,538727.72
2207,2025-07-19,Electronics,Retail,Central,94,20557,1932358,127043.37
2208,2025-01-29,Fashion,Retail,Central,252,26148,6589296,1180407.62
2209,2024-10-11,Groceries,Retail,South,10,2654,26540,4461.38
2210,2024-10-21,Electronics,Retail,South,123,25484,3134532,603431.91
2211,2024-01-26,Fashion,Mobile App,West,208,29349,6104592,751489.45
2212,2025-03-26,Toys,Mobile App,West,262,46877,12281774,2001996.73
2213,2025-02-08,Beauty,Mobile App,Central,187,38847,7264389,1051276.15
2214,2025-03-19,Sports,Online,West,176,29279,5153104,772655.87
2215,2024-06-16,Furniture,Mobile App,North,197,35363,6966511,369777.81
2216,2024-07-05,Sports,Mobile App,North,392,20991,8228472,478995.67
2217,2024-05-26,Fashion,Mobile App,West,309,8812,2722908,584603.63
2218,2025-04-14,Furniture,Retail,West,154,46470,7156380,1351181.39
2219,2024-04-07,Sports,Online,South,264,15790,4168560,243004.86
2220,2024-01-06,Toys,Online,West,394,49196,19383224,1062489.12
2221,2024-04-16,Beauty,Retail,South,54,14750,796500,110444.35
2222,2025-05-24,Toys,Online,South,500,17189,8594500,2031172.46
2223,2024-08-15,Furniture,Retail,Central,129,15215,1962735,473009.12
2224,2025-03-11,Fashion,Mobile App,East,307,4873,1496011,155435.32
2225,2024-07-06,Sports,Retail,West,211,46313,9772043,2233804.38
2226,2025-01-21,Electronics,Retail,West,131,27071,3546301,561963.46
2227,2024-07-20,Groceries,Retail,South,91,44503,4049773,699894.11
2228,2024-08-16,Electronics,Online,Central,420,15139,6358380,434381.27
2229,2025-07-02,Sports,Mobile App,Central,177,36413,6445101,330095.66
2230,2024-11-18,Sports,Retail,West,248,45777,11352696,2044859.42
2231,2024-05-19,Fashion,Online,West,405,17028,6896340,441847.57
2232,2024-09-07,Sports,Mobile App,East,180,40813,7346340,1734027.82
2233,2024-03-27,Fashion,Retail,West,181,3350,606350,133113.32
2234,2024-07-11,Beauty,Mobile App,South,237,31249,7406013,1425586.62
2235,2025-05-15,Groceries,Online,North,455,30436,13848380,2870177.95
2236,2024-02-18,Electronics,Mobile App,South,306,8162,2497572,444929.7
2237,2025-01-27,Toys,Online,South,71,25353,1800063,280137.76
2238,2024-03-05,Toys,Retail,South,413,20282,8376466,1180745.11
2239,2025-01-19,Furniture,Online,East,199,4784,952016,177941.44
2240,2025-07-19,Furniture,Retail,Central,231,30999,7160769,1171389.18
2241,2024-04-20,Toys,Online,Central,304,35691,10850064,713451.29
2242,2024-10-13,Electronics,Mobile App,North,439,43113,18926607,4685635.84
2243,2024-03-25,Sports,Online,West,472,29821,14075512,1523183.96
2244,2024-08-20,Groceries,Online,South,285,47020,13400700,2568756.22
2245,2024-01-20,Toys,Mobile App,Central,93,6012,559116,57911.35
2246,2025-08-10,Electronics,Mobile App,West,343,33118,11359474,647581.52
2247,2025-02-25,Sports,Online,West,98,20751,2033598,148819.23
2248,2025-02-03,Groceries,Online,West,70,22484,1573880,383883.69
2249,2024-11-26,Furniture,Retail,South,385,49047,18883095,3346672.16
2250,2025-02-20,Electronics,Mobile App,South,26,23745,617370,117531.36
2251,2024-07-24,Groceries,Mobile App,North,348,2827,983796,146834.16
2252,2024-01-21,Groceries,Retail,West,486,16043,7796898,657029.38
2253,2024-06-04,Beauty,Retail,West,30,30446,913380,185701.28
2254,2025-04-26,Furniture,Online,North,292,41000,11972000,2550113.16
2255,2024-07-23,Furniture,Mobile App,Central,234,41897,9803898,2249259.89
2256,2024-09-06,Toys,Online,South,257,40279,10351703,2179159.25
2257,2025-05-10,Beauty,Mobile App,South,7,11168,78176,4678.55
2258,2025-05-15,Furniture,Mobile App,East,181,38383,6947323,1635915.64
2259,2024-01-14,Electronics,Mobile App,South,321,6045,1940445,114706.49
2260,2024-01-07,Groceries,Mobile App,East,49,29936,1466864,318725.36
2261,2024-10-30,Sports,Retail,North,448,1895,848960,60836.59
2262,2024-03-23,Furniture,Retail,Central,202,21797,4402994,773483.45
2263,2025-04-11,Sports,Online,South,437,15572,6804964,581157.2
2264,2025-02-22,Beauty,Mobile App,North,192,17319,3325248,592559.16
2265,2025-01-01,Sports,Mobile App,North,319,1997,637043,92741.6
2266,2024-11-17,Beauty,Mobile App,Central,434,47737,20717858,2246080.26
2267,2025-04-17,Furniture,Mobile App,Central,103,36405,3749715,510864.15
2268,2025-03-03,Beauty,Online,North,491,37169,18249979,3068265.69
2269,2025-05-18,Furniture,Retail,East,333,4907,1634031,287484.2
2270,2025-07-19,Electronics,Online,North,121,35366,4279286,538849.54
2271,2025-05-27,Fashion,Mobile App,South,264,21916,5785824,1419917.98
2272,2025-06-22,Toys,Retail,Central,403,4246,1711138,301712.09
2273,2024-05-15,Sports,Online,East,498,40439,20138622,1997060.77
2274,2024-10-27,Fashion,Online,South,149,39163,5835287,1031050.54
2275,2024-12-23,Furniture,Online,South,440,19399,8535560,963987.99
2276,2025-03-12,Furniture,Online,South,349,24784,8649616,1146044.96
2277,2024-05-03,Beauty,Retail,North,217,11878,2577526,416349.44
2278,2025-01-13,Sports,Retail,West,445,39065,17383925,1510607.25
2279,2025-06-23,Toys,Mobile App,West,425,28076,11932300,2246502.26
2280,2025-06-05,Toys,Online,West,21,21298,447258,45240.95
2281,2025-06-27,Sports,Mobile App,North,254,44752,11367008,1521638.43
2282,2025-05-07,Groceries,Mobile App,South,190,27039,5137410,488549.98
2283,2024-02-11,Beauty,Retail,South,179,49991,8948389,1367731.89
2284,2024-03-02,Groceries,Online,East,155,18019,2792945,336853.37
2285,2025-03-02,Fashion,Retail,East,349,28821,10058529,1152276.13
2286,2025-08-16,Electronics,Online,South,488,22257,10861416,2219786.92
2287,2024-07-28,Electronics,Retail,West,78,40717,3175926,172833.41
2288,2024-12-06,Groceries,Online,South,118,20718,2444724,534103.44
2289,2024-05-03,Toys,Retail,East,45,13337,600165,54886.25
2290,2024-09-20,Groceries,Online,North,359,3219,1155621,61434.01
2291,2025-04-14,Fashion,Mobile App,South,292,4875,1423500,202836.33
2292,2024-08-26,Fashion,Retail,Central,265,48596,12877940,2255895.48
2293,2024-02-23,Beauty,Online,North,380,3230,1227400,283842.88
2294,2025-01-22,Furniture,Online,East,282,42736,12051552,1204994.6
2295,2024-12-21,Electronics,Mobile App,West,343,8290,2843470,161438.52
2296,2024-01-08,Furniture,Retail,West,172,30822,5301384,268227.56
2297,2025-07-17,Sports,Mobile App,East,258,13448,3469584,697828.2
2298,2025-07-11,Fashion,Retail,East,193,939,181227,9229.81
2299,2024-02-25,Sports,Mobile App,South,40,19580,783200,78946.99
2300,2024-08-15,Furniture,Mobile App,North,401,49137,19703937,3616114.88
2301,2024-09-09,Fashion,Retail,West,182,38751,7052682,928734.66
2302,2024-06-02,Electronics,Retail,East,87,6512,566544,112460.25
2303,2024-04-11,Groceries,Retail,West,433,6079,2632207,484799.29
2304,2025-03-10,Toys,Retail,South,183,39754,7274982,732811.02
2305,2025-04-12,Beauty,Mobile App,South,338,28870,9758060,2197445.4
2306,2025-07-17,Fashion,Online,South,82,41774,3425468,270472.09
2307,2025-03-05,Furniture,Mobile App,South,53,16431,870843,88464.14
2308,2024-02-05,Beauty,Mobile App,Central,465,14829,6895485,1119869.91
2309,2025-08-05,Groceries,Mobile App,South,44,44185,1944140,312305.86
2310,2024-02-27,Furniture,Online,South,120,48042,5765040,1382533.43
2311,2025-04-01,Groceries,Online,South,78,26765,2087670,168237.17
2312,2024-11-11,Electronics,Retail,South,203,2441,495523,35769.43
2313,2024-06-01,Sports,Retail,South,206,15076,3105656,658416.4
2314,2024-04-08,Groceries,Mobile App,South,252,25569,6443388,789140.69
2315,2025-01-14,Groceries,Retail,West,397,8772,3482484,853337.45
2316,2025-03-16,Electronics,Online,South,145,20570,2982650,384101.74
